"Year","Player","Pos","HT","WT","Team","Selection Type","NBA Draft Status","Nationality"
1968,"Willis Reed","FC","6-9","240","New York Knicks","Eastern All-Star Fan Vote Selection","1964 Rnd 2 Pick 1","United States"
1968,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1968,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Coaches Selection","1956 Rnd 1 Pick 2","United States"
1968,"Mahdi Abdul-Rahman","G","6-2","185","Seattle SuperSonics","Western All-Star Coaches Selection","1964 NBA Draft, Undrafted","United States"
1968,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1968,"Zelmo Beaty","FC","6-9","225","St. Louis Hawks","Western All-Star Coaches Selection","1962 Rnd 1 Pick 3","United States"
1968,"Bob Boozer","PF","6-8","215","Chicago Bulls","Western All-Star Fan Vote Selection","1959 Rnd 1 Pick 1","United States"
1968,"Bill Bridges","FC","6-6","228","St. Louis Hawks","Western All-Star Coaches Selection","1961 Rnd 3 Pick 9","United States"
1968,"Archie Clark","G","6-2","175","Los Angeles Lakers","Western All-Star Coaches Selection","1966 Rnd 4 Pick 7","United States"
1968,"Jim King","G","6-2","175","San Francisco Warriors","Western All-Star Coaches Selection","1963 Rnd 2 Pick 5","United States"
1968,"Don Kojis","SF","6-3","202","San Diego Rockets","Western All-Star Coaches Selection","1961 Rnd 2 Pick 12","United States"
1968,"Rudy LaRusso","FC","6-7","220","San Francisco Warriors","Western All-Star Coaches Selection","1959 Rnd 2 Pick 4","United States"
1968,"Clyde Lee","FC","6-10","205","San Francisco Warriors","Western All-Star Coaches Selection","1966 Rnd 1 Pick 3","United States"
1968,"Nate Thurmond","FC","6-11","225","San Francisco Warriors","Western All-Star Fan Vote Selection","1963 Rnd 1 Pick 3","United States"
1968,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1968,"Lenny Wilkens","PG","6-1","180","St. Louis Hawks","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 6","United States"
1969,"Dave Bing","G","6-3","180","Detroit Pistons","Eastern All-Star Coaches Selection","1966 Rnd 1 Pick 2","United States"
1969,"Billy Cunningham","FC","6-7","210","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1965 Rnd 1 Pick 5","United States"
1969,"Hal Greer","G","6-2","175","Philadelphia Sixers","Eastern All-Star Coaches Selection","1958 Rnd 2 Pick 6","United States"
1969,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1969,"Gus Johnson","FC","6-6","230","Baltimore Bullets","Eastern All-Star Coaches Selection","1963 Rnd 2 Pick 2","United States"
1969,"Jerry Lucas","FC","6-8","230","Cincinnati Royals","Eastern All-Star Coaches Selection","1962 NBA Draft, Undrafted","United States"
1969,"Jon McGlocklin","GF","6-5","205","Milwaukee Bucks","Eastern All-Star Coaches Selection","1965 Rnd 3 Pick 7","United States"
1969,"Earl Monroe","G","6-3","185","Baltimore Bullets","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 2","United States"
1969,"Willis Reed","FC","6-9","240","New York Knicks","Eastern All-Star Coaches Selection","1964 Rnd 2 Pick 1","United States"
1969,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1969,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 Rnd 1 Pick 2","United States"
1969,"Wes Unseld","FC","6-7","245","Baltimore Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 2","United States"
1969,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1969,"Joe Caldwell","GF","6-5","195","Atlanta Hawks","Western All-Star Coaches Selection","1964 Rnd 1 Pick 2","United States"
1969,"Wilt Chamberlain","C","7-1","265","Los Angeles Lakers","Western All-Star Coaches Selection","1959 NBA Draft, Undrafted","United States"
1969,"Gail Goodrich","G","6-1","170","Phoenix Suns","Western All-Star Coaches Selection","1965 NBA Draft, Undrafted","United States"
1969,"Elvin Hayes","FC","6-9","235","San Diego Rockets","Western All-Star Fan Vote Selection","1968 Rnd 1 Pick 1","United States"
1969,"Lou Hudson","GF","6-5","210","Atlanta Hawks","Western All-Star Coaches Selection","1966 Rnd 1 Pick 4","United States"
1969,"Don Kojis","SF","6-3","202","San Diego Rockets","Western All-Star Fan Vote Selection","1961 Rnd 2 Pick 12","United States"
1969,"Rudy LaRusso","FC","6-7","220","San Francisco Warriors","Western All-Star Coaches Selection","1959 Rnd 2 Pick 4","United States"
1969,"Jeff Mullins","GF","6-4","190","San Francisco Warriors","Western All-Star Coaches Selection","1964 Rnd 1 Pick 5","United States"
1969,"Jerry Sloan","GF","6-5","195","Chicago Bulls","Western All-Star Coaches Selection","1964 Rnd 3 Pick 3","United States"
1969,"Dick Van Arsdale","GF","6-5","210","Phoenix Suns","Western All-Star Coaches Selection","1965 Rnd 2 Pick 2","United States"
1969,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1969,"Lenny Wilkens","PG","6-1","180","Seattle SuperSonics","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 6","United States"
1970,"Kareem Abdul-Jabbar","C","7-2","225","Milwaukee Bucks","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 1","United States"
1970,"Billy Cunningham","FC","6-7","210","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1965 Rnd 1 Pick 5","United States"
1970,"Dave DeBusschere","F","6-6","220","New York Knicks","Eastern All-Star Coaches Selection","1962 NBA Draft, Undrafted","United States"
1970,"Walt Frazier","PG","6-4","200","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 5","United States"
1970,"Hal Greer","G","6-2","175","Philadelphia Sixers","Eastern All-Star Coaches Selection","1958 Rnd 2 Pick 6","United States"
1970,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1970,"Gus Johnson","FC","6-6","230","Baltimore Bullets","Eastern All-Star Coaches Selection","1963 Rnd 2 Pick 2","United States"
1970,"Willis Reed","FC","6-9","240","New York Knicks","Eastern All-Star Fan Vote Selection","1964 Rnd 2 Pick 1","United States"
1970,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1970,"Flynn Robinson","G","6-1","185","Milwaukee Bucks","Eastern All-Star Coaches Selection","1965 Rnd 2 Pick 7","United States"
1970,"Tom Van Arsdale","GF","6-5","202","Cincinnati Royals","Eastern All-Star Coaches Selection","1965 Rnd 2 Pick 3","United States"
1970,"Jimmy Walker","SG","6-3","195","Detroit Pistons","Eastern All-Star Coaches Selection","1967 Rnd 1 Pick 1","United States"
1970,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1970,"Bill Bridges","FC","6-6","228","Atlanta Hawks","Western All-Star Coaches Selection","1961 Rnd 3 Pick 9","United States"
1970,"Joe Caldwell","GF","6-5","195","Atlanta Hawks","Western All-Star Coaches Selection","1964 Rnd 1 Pick 2","United States"
1970,"Connie Hawkins","PF","6-8","210","Phoenix Suns","Western All-Star Fan Vote Selection","1964 NBA Draft, Undrafted","United States"
1970,"Elvin Hayes","FC","6-9","235","San Diego Rockets","Western All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1970,"Lou Hudson","GF","6-5","210","Atlanta Hawks","Western All-Star Fan Vote Selection","1966 Rnd 1 Pick 4","United States"
1970,"Jeff Mullins","GF","6-4","190","San Francisco Warriors","Western All-Star Coaches Selection","1964 Rnd 1 Pick 5","United States"
1970,"Bob Rule","FC","6-9","220","Seattle SuperSonics","Western All-Star Coaches Selection","1967 Rnd 2 Pick 7","United States"
1970,"Nate Thurmond","FC","6-11","225","San Francisco Warriors","Western All-Star Fan Vote Selection","1963 Rnd 1 Pick 3","United States"
1970,"Dick Van Arsdale","GF","6-5","210","Phoenix Suns","Western All-Star Coaches Selection","1965 Rnd 2 Pick 2","United States"
1970,"Chet Walker","F","6-6","212","Chicago Bulls","Western All-Star Coaches Selection","1962 Rnd 2 Pick 5","United States"
1970,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1970,"Lenny Wilkens","PG","6-1","180","Seattle SuperSonics","Western All-Star Coaches Selection","1960 Rnd 1 Pick 6","United States"
1971,"Kareem Abdul-Jabbar","C","7-2","225","Milwaukee Bucks","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1971,"Dave Bing","G","6-3","180","Detroit Pistons","Western All-Star Fan Vote Selection","1966 Rnd 1 Pick 2","United States"
1971,"Wilt Chamberlain","C","7-1","265","Los Angeles Lakers","Western All-Star Coaches Selection","1959 NBA Draft, Undrafted","United States"
1971,"Connie Hawkins","PF","6-8","210","Phoenix Suns","Western All-Star Fan Vote Selection","1964 NBA Draft, Undrafted","United States"
1971,"Elvin Hayes","FC","6-9","235","San Diego Rockets","Western All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1971,"Bob Love","F","6-8","215","Chicago Bulls","Western All-Star Coaches Selection","1965 Rnd 4 Pick 7","United States"
1971,"Jerry Lucas","FC","6-8","230","San Francisco Warriors","Western All-Star Fan Vote Selection","1962 NBA Draft, Undrafted","United States"
1971,"Jeff Mullins","GF","6-4","190","San Francisco Warriors","Western All-Star Coaches Selection","1964 Rnd 1 Pick 5","United States"
1971,"Geoff Petrie","G","6-4","190","Portland Trail Blazers","Western All-Star Coaches Selection","1970 Rnd 1 Pick 8","United States"
1971,"Oscar Robertson","G","6-5","220","Milwaukee Bucks","Western All-Star Coaches Selection","1960 Rnd 1 Pick 1","United States"
1971,"Dick Van Arsdale","GF","6-5","210","Phoenix Suns","Western All-Star Coaches Selection","1965 Rnd 2 Pick 2","United States"
1971,"Chet Walker","F","6-6","212","Chicago Bulls","Western All-Star Coaches Selection","1962 Rnd 2 Pick 5","United States"
1971,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1971,"Lenny Wilkens","PG","6-1","180","Seattle SuperSonics","Western All-Star Coaches Selection","1960 Rnd 1 Pick 6","United States"
1971,"Billy Cunningham","FC","6-7","210","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1965 Rnd 1 Pick 5","United States"
1971,"Dave DeBusschere","F","6-6","220","New York Knicks","Eastern All-Star Coaches Selection","1962 NBA Draft, Undrafted","United States"
1971,"Walt Frazier","PG","6-4","200","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 5","United States"
1971,"Johnny Green","SF","6-5","200","Cincinnati Royals","Eastern All-Star Coaches Selection","1959 Rnd 1 Pick 5","United States"
1971,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1971,"Lou Hudson","GF","6-5","210","Atlanta Hawks","Eastern All-Star Coaches Selection","1966 Rnd 1 Pick 4","United States"
1971,"Gus Johnson","FC","6-6","230","Baltimore Bullets","Eastern All-Star Coaches Selection","1963 Rnd 2 Pick 2","United States"
1971,"John Johnson","SF","6-7","200","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 7","United States"
1971,"Bob Kauffman","FC","6-8","240","Buffalo Braves","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 3","United States"
1971,"Earl Monroe","G","6-3","185","Baltimore Bullets","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 2","United States"
1971,"Willis Reed","FC","6-9","240","New York Knicks","Eastern All-Star Fan Vote Selection","1964 Rnd 2 Pick 1","United States"
1971,"Wes Unseld","FC","6-7","245","Baltimore Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 2","United States"
1971,"Tom Van Arsdale","GF","6-5","202","Cincinnati Royals","Eastern All-Star Coaches Selection","1965 Rnd 2 Pick 3","United States"
1971,"Jo Jo White","G","6-3","190","Boston Celtics","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 9","United States"
1972,"Kareem Abdul-Jabbar","C","7-2","225","Milwaukee Bucks","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1972,"Wilt Chamberlain","C","7-1","265","Los Angeles Lakers","Western All-Star Coaches Selection","1959 NBA Draft, Undrafted","United States"
1972,"Gail Goodrich","G","6-1","170","Los Angeles Lakers","Western All-Star Fan Vote Selection","1965 NBA Draft, Undrafted","United States"
1972,"Connie Hawkins","PF","6-8","210","Phoenix Suns","Western All-Star Coaches Selection","1964 NBA Draft, Undrafted","United States"
1972,"Elvin Hayes","FC","6-9","235","Houston Rockets","Western All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1972,"Spencer Haywood","PF","6-8","225","Seattle SuperSonics","Western All-Star Fan Vote Selection","1971 Rnd 2 Pick 13","United States"
1972,"Bob Lanier","C","6-11","250","Detroit Pistons","Western All-Star Coaches Selection","1970 Rnd 1 Pick 1","United States"
1972,"Bob Love","F","6-8","215","Chicago Bulls","Western All-Star Fan Vote Selection","1965 Rnd 4 Pick 7","United States"
1972,"Oscar Robertson","G","6-5","220","Milwaukee Bucks","Western All-Star Coaches Selection","1960 Rnd 1 Pick 1","United States"
1972,"Cazzie Russell","GF","6-5","218","Golden State Warriors","Western All-Star Coaches Selection","1966 Rnd 1 Pick 1","United States"
1972,"Paul Silas","PF","6-7","225","Phoenix Suns","Western All-Star Coaches Selection","1964 Rnd 2 Pick 3","United States"
1972,"Jimmy Walker","SG","6-3","195","Detroit Pistons","Western All-Star Coaches Selection","1967 Rnd 1 Pick 1","United States"
1972,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1972,"Sidney Wicks","FC","6-8","225","Portland Trail Blazers","Western All-Star Coaches Selection","1971 Rnd 1 Pick 2","United States"
1972,"Butch Beard","G","6-3","185","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 10","United States"
1972,"Archie Clark","G","6-2","175","Baltimore Bullets","Eastern All-Star Coaches Selection","1966 Rnd 4 Pick 7","United States"
1972,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 4","United States"
1972,"Billy Cunningham","FC","6-7","210","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1965 Rnd 1 Pick 5","United States"
1972,"Dave DeBusschere","F","6-6","220","New York Knicks","Eastern All-Star Coaches Selection","1962 NBA Draft, Undrafted","United States"
1972,"Walt Frazier","PG","6-4","200","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 5","United States"
1972,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1972,"Lou Hudson","GF","6-5","210","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1966 Rnd 1 Pick 4","United States"
1972,"John Johnson","SF","6-7","200","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 7","United States"
1972,"Bob Kauffman","FC","6-8","240","Buffalo Braves","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 3","United States"
1972,"Jack Marin","GF","6-7","200","Baltimore Bullets","Eastern All-Star Coaches Selection","1966 Rnd 1 Pick 5","United States"
1972,"Wes Unseld","FC","6-7","245","Baltimore Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 2","United States"
1972,"Tom Van Arsdale","GF","6-5","202","Cincinnati Royals","Eastern All-Star Coaches Selection","1965 Rnd 2 Pick 3","United States"
1972,"Jo Jo White","G","6-3","190","Boston Celtics","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 9","United States"
1973,"John Block","FC","6-9","207","Philadelphia Sixers","Eastern All-Star Coaches Selection","1966 Rnd 3 Pick 7","United States"
1973,"Bill Bradley","GF","6-5","205","New York Knicks","Eastern All-Star Coaches Selection","1965 NBA Draft, Undrafted","United States"
1973,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 4","United States"
1973,"Dave DeBusschere","F","6-6","220","New York Knicks","Eastern All-Star Fan Vote Selection","1962 NBA Draft, Undrafted","United States"
1973,"Walt Frazier","PG","6-4","200","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 5","United States"
1973,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1973,"Elvin Hayes","FC","6-9","235","Baltimore Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1973,"Lou Hudson","GF","6-5","210","Atlanta Hawks","Eastern All-Star Coaches Selection","1966 Rnd 1 Pick 4","United States"
1973,"Bob Kauffman","FC","6-8","240","Buffalo Braves","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 3","United States"
1973,"Pete Maravich","GF","6-5","197","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 3","United States"
1973,"Jack Marin","GF","6-7","200","Houston Rockets","Eastern All-Star Coaches Selection","1966 Rnd 1 Pick 5","United States"
1973,"Wes Unseld","FC","6-7","245","Baltimore Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 2","United States"
1973,"Jo Jo White","G","6-3","190","Boston Celtics","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 9","United States"
1973,"Lenny Wilkens","PG","6-1","180","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1960 Rnd 1 Pick 6","United States"
1973,"Kareem Abdul-Jabbar","C","7-2","225","Milwaukee Bucks","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1973,"Tiny Archibald","PG","6-1","150","Sacramento Kings","Western All-Star Fan Vote Selection","1970 Rnd 2 Pick 2","United States"
1973,"Rick Barry","F","6-7","205","Golden State Warriors","Western All-Star Fan Vote Selection","1965 Rnd 1 Pick 2","United States"
1973,"Dave Bing","G","6-3","180","Detroit Pistons","Western All-Star Coaches Selection","1966 Rnd 1 Pick 2","United States"
1973,"Wilt Chamberlain","C","7-1","265","Los Angeles Lakers","Western All-Star Coaches Selection","1959 NBA Draft, Undrafted","United States"
1973,"Bob Dandridge","SF","6-6","195","Milwaukee Bucks","Western All-Star Coaches Selection","1969 Rnd 4 Pick 2","United States"
1973,"Gail Goodrich","G","6-1","170","Los Angeles Lakers","Western All-Star Coaches Selection","1965 NBA Draft, Undrafted","United States"
1973,"Connie Hawkins","PF","6-8","210","Phoenix Suns","Western All-Star Coaches Selection","1964 NBA Draft, Undrafted","United States"
1973,"Spencer Haywood","PF","6-8","225","Seattle SuperSonics","Western All-Star Fan Vote Selection","1971 Rnd 2 Pick 13","United States"
1973,"Bob Lanier","C","6-11","250","Detroit Pistons","Western All-Star Coaches Selection","1970 Rnd 1 Pick 1","United States"
1973,"Bob Love","F","6-8","215","Chicago Bulls","Western All-Star Coaches Selection","1965 Rnd 4 Pick 7","United States"
1973,"Charlie Scott","SG","6-5","175","Phoenix Suns","Western All-Star Coaches Selection","1970 Rnd 7 Pick 4","United States"
1973,"Nate Thurmond","FC","6-11","225","Golden State Warriors","Western All-Star Coaches Selection","1963 Rnd 1 Pick 3","United States"
1973,"Chet Walker","F","6-6","212","Chicago Bulls","Western All-Star Coaches Selection","1962 Rnd 2 Pick 5","United States"
1973,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1973,"Sidney Wicks","FC","6-8","225","Portland Trail Blazers","Western All-Star Coaches Selection","1971 Rnd 1 Pick 2","United States"
1974,"Kareem Abdul-Jabbar","C","7-2","225","Milwaukee Bucks","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1974,"Rick Barry","F","6-7","205","Golden State Warriors","Western All-Star Fan Vote Selection","1965 Rnd 1 Pick 2","United States"
1974,"Dave Bing","G","6-3","180","Detroit Pistons","Western All-Star Coaches Selection","1966 Rnd 1 Pick 2","United States"
1974,"Gail Goodrich","G","6-1","170","Los Angeles Lakers","Western All-Star Fan Vote Selection","1965 NBA Draft, Undrafted","United States"
1974,"Spencer Haywood","PF","6-8","225","Seattle SuperSonics","Western All-Star Coaches Selection","1971 Rnd 2 Pick 13","United States"
1974,"Bob Lanier","C","6-11","250","Detroit Pistons","Western All-Star Coaches Selection","1970 Rnd 1 Pick 1","United States"
1974,"Geoff Petrie","G","6-4","190","Portland Trail Blazers","Western All-Star Fan Vote Selection","1970 Rnd 1 Pick 8","United States"
1974,"Charlie Scott","SG","6-5","175","Phoenix Suns","Western All-Star Coaches Selection","1970 Rnd 7 Pick 4","United States"
1974,"Nate Thurmond","FC","6-11","225","Golden State Warriors","Western All-Star Coaches Selection","1963 Rnd 1 Pick 3","United States"
1974,"Norm Van Lier","PG","6-1","173","Chicago Bulls","Western All-Star Coaches Selection","1969 Rnd 3 Pick 5","United States"
1974,"Chet Walker","F","6-6","212","Chicago Bulls","Western All-Star Fan Vote Selection","1962 Rnd 2 Pick 5","United States"
1974,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Coaches Selection","1960 Rnd 1 Pick 2","United States"
1974,"Sidney Wicks","FC","6-8","225","Portland Trail Blazers","Western All-Star Coaches Selection","1971 Rnd 1 Pick 2","United States"
1974,"Austin Carr","G","6-4","200","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1971 Rnd 1 Pick 1","United States"
1974,"Phil Chenier","PG","6-3","180","Capital Bullets","Eastern All-Star Coaches Selection","1971 NBA Draft, Undrafted","United States"
1974,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 4","United States"
1974,"Dave DeBusschere","F","6-6","220","New York Knicks","Eastern All-Star Coaches Selection","1962 NBA Draft, Undrafted","United States"
1974,"Walt Frazier","PG","6-4","200","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 5","United States"
1974,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1974,"Elvin Hayes","FC","6-9","235","Capital Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 1","United States"
1974,"Lou Hudson","GF","6-5","210","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1966 Rnd 1 Pick 4","United States"
1974,"Pete Maravich","GF","6-5","197","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1970 Rnd 1 Pick 3","United States"
1974,"Bob McAdoo","FC","6-9","210","Buffalo Braves","Eastern All-Star Coaches Selection","1972 Rnd 1 Pick 2","United States"
1974,"Rudy Tomjanovich","F","6-8","218","Houston Rockets","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 2","United States"
1974,"Jo Jo White","G","6-3","190","Boston Celtics","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 9","United States"
1975,"Kareem Abdul-Jabbar","C","7-2","225","Milwaukee Bucks","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1975,"Tiny Archibald","PG","6-1","150","Kansas City Kings","Western All-Star Fan Vote Selection","1970 Rnd 2 Pick 2","United States"
1975,"Rick Barry","F","6-7","205","Golden State Warriors","Western All-Star Fan Vote Selection","1965 Rnd 1 Pick 2","United States"
1975,"Dave Bing","G","6-3","180","Detroit Pistons","Western All-Star Coaches Selection","1966 Rnd 1 Pick 2","United States"
1975,"Bob Dandridge","SF","6-6","195","Milwaukee Bucks","Western All-Star Coaches Selection","1969 Rnd 4 Pick 2","United States"
1975,"Gail Goodrich","G","6-1","170","Los Angeles Lakers","Western All-Star Fan Vote Selection","1965 NBA Draft, Undrafted","United States"
1975,"Spencer Haywood","PF","6-8","225","Seattle SuperSonics","Western All-Star Fan Vote Selection","1971 Rnd 2 Pick 13","United States"
1975,"Sam Lacey","C","6-10","235","Sacramento Kings","Western All-Star Coaches Selection","1970 Rnd 1 Pick 5","United States"
1975,"Bob Lanier","C","6-11","250","Detroit Pistons","Western All-Star Coaches Selection","1970 Rnd 1 Pick 1","United States"
1975,"Jim Price","G","6-3","195","Milwaukee Bucks","Western All-Star Coaches Selection","1972 Rnd 2 Pick 3","United States"
1975,"Charlie Scott","SG","6-5","175","Phoenix Suns","Western All-Star Coaches Selection","1970 Rnd 7 Pick 4","United States"
1975,"Sidney Wicks","FC","6-8","225","Portland Trail Blazers","Western All-Star Coaches Selection","1971 Rnd 1 Pick 2","United States"
1975,"Phil Chenier","PG","6-3","180","Washington Bullets","Eastern All-Star Coaches Selection","1971 NBA Draft, Undrafted","United States"
1975,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 4","United States"
1975,"Walt Frazier","PG","6-4","200","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 5","United States"
1975,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1975,"Elvin Hayes","FC","6-9","235","Washington Bullets","Eastern All-Star Fan Vote Selection","1968 Rnd 1 Pick 1","United States"
1975,"Bob McAdoo","FC","6-9","210","Buffalo Braves","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 2","United States"
1975,"Steve Mix","F","6-7","215","Philadelphia Sixers","Eastern All-Star Coaches Selection","1969 Rnd 5 Pick 4","United States"
1975,"Earl Monroe","G","6-3","185","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 2","United States"
1975,"Paul Silas","PF","6-7","225","Boston Celtics","Eastern All-Star Coaches Selection","1964 Rnd 2 Pick 3","United States"
1975,"Rudy Tomjanovich","F","6-8","218","Houston Rockets","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 2","United States"
1975,"Wes Unseld","FC","6-7","245","Washington Bullets","Eastern All-Star Coaches Selection","1968 Rnd 1 Pick 2","United States"
1975,"Jo Jo White","G","6-3","190","Boston Celtics","Eastern All-Star Coaches Selection","1969 Rnd 1 Pick 9","United States"
1976,"Dave Bing","G","6-3","180","Washington Bullets","Eastern All-Star Fan Vote Selection","1966 Rnd 1 Pick 2","United States"
1976,"Doug Collins","GF","6-6","180","Philadelphia Sixers","Eastern All-Star Coaches Selection","1973 Rnd 1 Pick 1","United States"
1976,"Dave Cowens","FC","6-9","230","Boston Celtics","Eastern All-Star Coaches Selection","1970 Rnd 1 Pick 4","United States"
1976,"John Drew","GF","6-6","205","Atlanta Hawks","Eastern All-Star Coaches Selection","1974 Rnd 2 Pick 7","United States"
1976,"Walt Frazier","PG","6-4","200","New York Knicks","Eastern All-Star Fan Vote Selection","1967 Rnd 1 Pick 5","United States"
1976,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1976,"Elvin Hayes","FC","6-9","235","Washington Bullets","Eastern All-Star Fan Vote Selection","1968 Rnd 1 Pick 1","United States"
1976,"Bob McAdoo","FC","6-9","210","Buffalo Braves","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 2","United States"
1976,"George McGinnis","PF","6-8","235","Philadelphia Sixers","Eastern All-Star Coaches Selection","1973 Rnd 2 Pick 4","United States"
